,time,values,metric data
0,1650782983.12,6.352962,__name__: NooBaa_Endpoint_process_cpu_seconds_total
1,1650782993.835,7.187283,cluster: moc/smaug
2,1650783023.835,16.427395,endpoint: metrics
3,1650783053.835,23.788485,instance: 10.129.8.186:7004
4,1650783083.835,40.460142,job: s3
5,1650783113.835,51.658211,namespace: openshift-storage
6,1650783143.835,75.277587,pod: noobaa-endpoint-84799dddf5-kdz4v
7,1650783173.835,91.57692999999999,prometheus: openshift-monitoring/k8s
8,1650783203.835,104.542296,service: s3
9,1650783233.835,116.217779,tenant_id: moc-smaug
10,1650783263.835,120.72599899999999,
11,1650783293.835,123.01414099999998,
12,1650783323.835,125.01639999999998,
13,1650783353.835,132.76931399999998,
14,1650783383.835,137.765897,
15,1650783413.835,139.995083,
16,1650783443.835,143.408162,
17,1650783473.835,146.59502799999999,
18,1650783503.835,151.328488,
19,1650783533.835,160.801617,
20,1650783563.835,168.92366099999998,
21,1650783593.835,177.24478299999998,
22,1650783623.835,191.04847999999998,
23,1650783653.835,220.883096,
24,1650783683.835,248.97456799999998,
25,1650783713.835,268.71276,
26,1650783743.835,271.407831,
27,1650783773.835,275.683207,
28,1650783803.835,281.056448,
29,1650783833.835,292.470086,
30,1650783863.835,302.558435,
31,1650783893.835,309.922425,
32,1650783923.835,314.850093,
33,1650783953.835,316.62275100000005,
34,1650783983.835,321.1319730000001,
35,1650784013.835,323.33625100000006,
36,1650784043.835,325.8271950000001,
37,1650784073.835,329.5586830000001,
38,1650784103.835,334.55459200000007,
39,1650784133.835,346.52129700000006,
40,1650784163.835,359.61743500000006,
41,1650784193.835,365.512373,
42,1650784223.838,370.401617,
43,1650784253.835,373.71605999999997,
44,1650784283.835,392.67320499999994,
45,1650784313.835,406.94438199999996,
46,1650784343.835,423.32523499999996,
47,1650784373.835,441.59802199999996,
48,1650784403.835,454.20006199999995,
49,1650784433.835,476.67193299999997,
50,1650784463.835,497.659452,
51,1650784493.835,513.011166,
52,1650784523.835,532.339866,
53,1650784553.835,533.642813,
54,1650784583.835,538.460414,
55,1650784613.835,540.626837,
56,1650784643.835,545.26721,
57,1650784673.835,546.1644439999999,
58,1650784703.835,549.4177479999998,
59,1650784733.835,558.6571859999998,
60,1650784763.835,570.9959129999999,
61,1650784793.835,576.3982139999999,
62,1650784823.835,585.240016,
63,1650784853.835,586.291166,
64,1650784883.835,592.095555,
65,1650784913.835,592.572719,
66,1650784943.835,597.9136440000001,
67,1650784973.835,599.9574010000001,
68,1650785003.835,603.0201880000001,
69,1650785033.835,614.3084590000001,
70,1650785063.835,625.7881170000002,
